Resource ID,Disaster ID,Resource Type,Quantity,Cost (USD),Deployment Date,Location,Status
R-6433,D-2124,Food,200,13156.29,11/21/2017,Satara,Allocated
R-6434,D-2572,Medical Kits,594,44592.52,2/20/2023,Kolhapur,Used
R-6435,D-1629,Medical Kits,256,16098.54,11/5/2007,Solapur,Allocated
R-6436,D-2537,Water,819,31457.54,9/4/2008,Nagpur,Pending
R-6437,D-1609,Shelter,656,16695.67,12/22/2005,Nashik,Allocated
R-6438,D-1899,Food,486,8845.67,2/19/2018,Nagpur,Used
R-6439,D-2600,Shelter,471,33657.17,7/10/2005,Ratnagiri,Used
R-6440,D-1413,Rescue Equipment,392,26823.81,2/28/2005,Pune,Allocated
R-6441,D-2815,Water,266,16398.47,11/23/2020,Mumbai,Allocated
R-6442,D-2111,Rescue Equipment,863,49469.67,5/19/2014,Ratnagiri,Pending
R-6443,D-1692,Shelter,110,17787.82,6/8/2015,Nagpur,Pending
R-6444,D-1594,Water,282,38814.42,11/10/2009,Nashik,Allocated
R-6445,D-1060,Water,724,2107.58,5/4/2010,Nagpur,Allocated
R-6446,D-2734,Rescue Equipment,651,754.64,5/7/2021,Thane,Used
R-6447,D-2872,Medical Kits,581,48615.05,6/20/2004,Ratnagiri,Pending
R-6448,D-2189,Food,533,18924.86,10/29/2007,Nagpur,Used
R-6449,D-2534,Medical Kits,759,11873.1,10/7/2005,Nashik,Pending
R-6450,D-1854,Clothing,411,17726.8,3/17/2022,Nagpur,Used
R-6451,D-1091,Water,567,3804.66,8/1/2004,Solapur,Used
R-6452,D-1657,Water,849,37513.09,6/27/2011,Kolhapur,Used
R-6453,D-2193,Medical Kits,703,9847.97,8/14/2005,Mumbai,Pending
R-6454,D-2843,Food,546,3734.33,8/30/2022,Thane,Used
R-6455,D-1874,Food,623,43040.36,3/7/2011,Nashik,Allocated
R-6456,D-1864,Medical Kits,787,5445.68,2/3/2018,Aurangabad,Used
R-6457,D-2375,Shelter,976,12478.16,12/7/2021,Thane,Pending
R-6458,D-2991,Rescue Equipment,599,34761.7,6/12/2017,Thane,Pending
R-6459,D-2873,Water,830,31021.0,3/17/2012,Nashik,Allocated
R-6460,D-2620,Shelter,657,43851.79,4/25/2020,Aurangabad,Pending
R-6461,D-2946,Food,517,2557.12,9/17/2020,Aurangabad,Used
R-6462,D-1131,Medical Kits,338,2818.3,12/15/2017,Nagpur,Pending
R-6463,D-1600,Medical Kits,957,16441.51,6/8/2014,Thane,Pending
R-6464,D-1392,Shelter,322,44240.9,8/4/2006,Solapur,Used
R-6465,D-1383,Shelter,862,40472.61,8/13/2012,Satara,Pending
R-6466,D-1616,Water,806,31693.15,4/15/2019,Pune,Pending
R-6467,D-2291,Shelter,119,3431.04,5/23/2017,Nagpur,Used
R-6468,D-1155,Water,903,43688.56,4/30/2004,Nagpur,Used
R-6469,D-1165,Food,968,43641.6,7/4/2017,Mumbai,Pending
R-6470,D-2644,Food,751,31153.6,12/21/2023,Ratnagiri,Used
R-6471,D-1809,Medical Kits,810,20841.45,10/24/2008,Mumbai,Allocated
R-6472,D-2992,Shelter,822,49635.61,6/21/2012,Nashik,Used
R-6473,D-2099,Food,43,39712.7,11/29/2012,Pune,Allocated
R-6474,D-1396,Clothing,545,49204.51,5/22/2005,Nagpur,Pending
R-6475,D-2131,Food,1000,49181.41,12/30/2004,Nashik,Pending
R-6476,D-1545,Medical Kits,561,14746.28,7/4/2014,Solapur,Pending
R-6477,D-1012,Clothing,176,32949.46,8/14/2013,Satara,Used
R-6478,D-2468,Clothing,895,35633.56,9/29/2014,Satara,Allocated
R-6479,D-2132,Clothing,933,157.22,9/19/2014,Ratnagiri,Pending
R-6480,D-1949,Clothing,926,48939.39,5/23/2011,Pune,Pending
R-6481,D-2129,Medical Kits,478,5064.31,3/23/2006,Ratnagiri,Used
R-6482,D-1715,Clothing,511,17602.98,1/19/2012,Thane,Used
R-6483,D-1100,Food,69,45751.64,2/21/2008,Ratnagiri,Allocated
R-6484,D-1916,Clothing,21,49795.56,1/17/2009,Ratnagiri,Allocated
R-6485,D-2685,Clothing,558,41964.44,4/7/2005,Satara,Pending
R-6486,D-1617,Clothing,574,19777.79,11/19/2018,Solapur,Pending
R-6487,D-1822,Rescue Equipment,297,31214.45,8/29/2022,Kolhapur,Pending
R-6488,D-2003,Rescue Equipment,652,11644.49,11/3/2017,Solapur,Allocated
R-6489,D-2143,Water,11,43603.59,1/19/2019,Nagpur,Pending
R-6490,D-2926,Shelter,29,25708.71,4/24/2020,Ratnagiri,Allocated
R-6491,D-1517,Clothing,823,47475.59,8/15/2017,Solapur,Allocated
R-6492,D-2876,Rescue Equipment,711,6381.53,12/29/2015,Ratnagiri,Pending
R-6493,D-1290,Water,820,9456.88,5/20/2022,Aurangabad,Used
R-6494,D-2022,Shelter,873,27456.24,6/5/2014,Kolhapur,Pending
R-6495,D-1367,Shelter,775,44405.44,5/19/2014,Aurangabad,Allocated
R-6496,D-1186,Shelter,13,5916.11,5/27/2019,Satara,Pending
R-6497,D-2973,Food,577,16643.71,12/24/2023,Solapur,Used
R-6498,D-2735,Shelter,930,42063.66,7/1/2019,Thane,Pending
R-6499,D-1505,Clothing,792,37531.87,10/31/2004,Solapur,Pending
R-6500,D-2095,Shelter,334,34507.67,6/21/2021,Kolhapur,Used
R-6501,D-2896,Shelter,848,17569.68,9/28/2014,Nagpur,Allocated
R-6502,D-2537,Clothing,417,22840.49,3/23/2010,Pune,Used
R-6503,D-1672,Medical Kits,91,4131.28,5/9/2023,Mumbai,Allocated
R-6504,D-2784,Medical Kits,987,31175.92,9/15/2019,Nashik,Allocated
R-6505,D-2118,Shelter,94,7331.49,8/31/2013,Nagpur,Used
R-6506,D-1181,Medical Kits,912,16260.77,1/23/2010,Mumbai,Pending
R-6507,D-2759,Water,83,9828.33,10/29/2004,Kolhapur,Used
R-6508,D-2618,Rescue Equipment,424,26699.21,9/22/2008,Nashik,Pending
R-6509,D-1313,Clothing,606,32891.92,9/25/2010,Pune,Pending
R-6510,D-1839,Medical Kits,680,2286.47,5/17/2017,Solapur,Used
R-6511,D-1792,Medical Kits,572,34608.67,10/31/2016,Nagpur,Pending
R-6512,D-1787,Shelter,969,28624.08,2/19/2016,Ratnagiri,Used
R-6513,D-2487,Water,965,43863.08,2/15/2016,Aurangabad,Allocated
R-6514,D-1229,Shelter,644,8593.02,8/15/2006,Mumbai,Pending
R-6515,D-1758,Clothing,467,32887.37,11/21/2023,Mumbai,Allocated
R-6516,D-1089,Medical Kits,615,26050.31,3/16/2019,Nashik,Allocated
R-6517,D-2221,Water,545,44813.56,5/18/2015,Mumbai,Pending
R-6518,D-1197,Shelter,365,31793.11,4/13/2005,Ratnagiri,Used
R-6519,D-1528,Clothing,259,12058.06,7/8/2021,Solapur,Pending
R-6520,D-1675,Water,108,41879.78,5/16/2021,Ratnagiri,Used
R-6521,D-2282,Water,891,22573.56,6/9/2017,Aurangabad,Pending
R-6522,D-2913,Water,267,45494.8,8/15/2016,Mumbai,Pending
R-6523,D-2085,Food,166,46577.56,2/23/2012,Kolhapur,Used
R-6524,D-2644,Medical Kits,669,8752.06,10/14/2018,Aurangabad,Pending
R-6525,D-2250,Food,781,5624.89,5/3/2020,Thane,Allocated
R-6526,D-2738,Rescue Equipment,970,46367.91,1/6/2018,Aurangabad,Allocated
R-6527,D-1768,Food,518,46976.86,10/14/2004,Pune,Used
R-6528,D-1554,Rescue Equipment,647,18960.44,4/4/2007,Aurangabad,Used
R-6529,D-1638,Medical Kits,124,30607.18,7/17/2020,Aurangabad,Allocated
R-6530,D-2799,Medical Kits,938,4180.8,4/11/2013,Nagpur,Pending
R-6531,D-2665,Medical Kits,186,27230.52,2/5/2016,Kolhapur,Allocated
R-6532,D-2340,Food,907,22617.1,4/1/2015,Ratnagiri,Pending
R-6533,D-1466,Clothing,703,47585.1,11/5/2023,Nashik,Allocated
R-6534,D-1994,Water,177,25276.19,6/10/2019,Thane,Pending
R-6535,D-2479,Clothing,17,21964.23,12/23/2004,Nashik,Used
R-6536,D-2983,Medical Kits,963,26831.43,10/6/2022,Nagpur,Allocated
R-6537,D-1097,Food,857,1205.51,9/26/2004,Solapur,Used
R-6538,D-2962,Food,901,11366.46,3/23/2005,Kolhapur,Used
R-6539,D-2971,Rescue Equipment,538,39284.35,5/10/2020,Mumbai,Used
R-6540,D-2218,Medical Kits,262,22265.94,4/23/2014,Nagpur,Pending
R-6541,D-1230,Clothing,482,48866.68,12/27/2022,Nashik,Pending
R-6542,D-2985,Rescue Equipment,243,40980.9,1/3/2011,Aurangabad,Allocated
R-6543,D-2502,Shelter,725,46383.93,1/26/2012,Kolhapur,Pending
R-6544,D-1985,Clothing,867,3680.74,8/7/2022,Kolhapur,Allocated
R-6545,D-1283,Rescue Equipment,254,18830.96,5/19/2023,Aurangabad,Used
R-6546,D-2459,Shelter,899,14344.0,8/31/2023,Nashik,Pending
R-6547,D-2344,Medical Kits,655,3988.91,5/28/2006,Satara,Used
R-6548,D-1155,Clothing,380,44042.01,9/10/2013,Ratnagiri,Used
R-6549,D-1250,Shelter,556,49018.94,9/3/2010,Pune,Used
R-6550,D-2103,Rescue Equipment,306,25853.54,1/6/2005,Aurangabad,Pending
R-6551,D-2889,Shelter,863,28982.19,5/2/2007,Mumbai,Pending
R-6552,D-2780,Shelter,444,33044.09,4/23/2021,Aurangabad,Pending
R-6553,D-2469,Rescue Equipment,586,41789.68,6/13/2005,Solapur,Used
R-6554,D-2171,Medical Kits,725,1570.04,1/26/2009,Satara,Allocated
R-6555,D-1159,Food,612,5639.68,10/19/2006,Aurangabad,Used
R-6556,D-1946,Rescue Equipment,140,14068.89,6/6/2013,Nashik,Pending
R-6557,D-1125,Clothing,493,32849.41,4/20/2019,Aurangabad,Used
R-6558,D-2821,Clothing,278,16893.5,3/12/2008,Aurangabad,Pending
R-6559,D-2778,Food,443,1314.53,8/23/2015,Kolhapur,Allocated
R-6560,D-2660,Food,559,34318.27,8/6/2020,Satara,Used
R-6561,D-1102,Clothing,755,46646.89,4/23/2007,Satara,Pending
R-6562,D-1364,Shelter,196,32087.18,8/17/2018,Nagpur,Allocated
R-6563,D-1272,Food,309,14552.88,12/28/2019,Solapur,Used
R-6564,D-1471,Water,316,23182.04,7/7/2016,Nashik,Pending
R-6565,D-1542,Rescue Equipment,588,15170.53,3/24/2018,Ratnagiri,Pending
R-6566,D-1182,Shelter,820,12751.75,5/11/2009,Solapur,Pending
R-6567,D-1391,Medical Kits,28,20707.2,8/7/2018,Ratnagiri,Allocated
R-6568,D-1650,Rescue Equipment,80,27091.55,11/27/2023,Pune,Allocated
R-6569,D-1280,Clothing,630,49439.59,4/27/2004,Satara,Allocated
R-6570,D-1898,Rescue Equipment,430,15721.65,11/19/2007,Pune,Pending
R-6571,D-2770,Clothing,253,35315.16,2/10/2005,Mumbai,Used
R-6572,D-2493,Clothing,852,6475.97,1/21/2011,Kolhapur,Allocated
R-6573,D-1537,Water,53,14771.68,9/27/2007,Nashik,Allocated
R-6574,D-1421,Clothing,812,30907.27,1/9/2007,Ratnagiri,Used
R-6575,D-1075,Medical Kits,646,4308.03,6/17/2008,Mumbai,Used
R-6576,D-2662,Rescue Equipment,920,24858.59,8/28/2013,Solapur,Pending
R-6577,D-2646,Food,602,35252.7,7/17/2012,Nashik,Allocated
R-6578,D-1373,Water,927,36694.32,5/16/2006,Thane,Allocated
R-6579,D-2877,Water,632,44149.25,11/2/2017,Aurangabad,Allocated
R-6580,D-1355,Clothing,387,38569.91,6/10/2013,Kolhapur,Used
R-6581,D-2682,Water,472,19862.63,10/28/2022,Pune,Pending
R-6582,D-1858,Food,891,30322.76,1/27/2006,Thane,Allocated
R-6583,D-1920,Food,690,27076.49,2/22/2022,Solapur,Used
R-6584,D-2793,Clothing,85,23235.58,3/6/2015,Aurangabad,Used
R-6585,D-1088,Water,704,2972.32,11/8/2022,Aurangabad,Pending
R-6586,D-2509,Medical Kits,564,7786.95,7/13/2018,Satara,Allocated
R-6587,D-2506,Clothing,574,33142.87,5/14/2018,Aurangabad,Allocated
R-6588,D-2747,Medical Kits,531,2089.09,2/29/2016,Ratnagiri,Allocated
R-6589,D-1800,Rescue Equipment,770,33258.91,5/10/2012,Satara,Used
R-6590,D-2014,Water,367,41658.0,3/11/2004,Thane,Used
R-6591,D-2315,Medical Kits,964,45446.95,9/10/2019,Satara,Pending
R-6592,D-2832,Rescue Equipment,125,25898.01,5/31/2012,Mumbai,Pending
R-6593,D-1459,Rescue Equipment,794,20678.28,6/11/2023,Pune,Allocated
R-6594,D-2794,Medical Kits,716,34609.24,9/23/2013,Pune,Allocated
R-6595,D-2631,Rescue Equipment,511,29639.58,10/22/2010,Nashik,Used
R-6596,D-1360,Food,655,393.4,3/2/2005,Kolhapur,Allocated
R-6597,D-1335,Shelter,36,30976.05,9/11/2015,Nagpur,Used
R-6598,D-1012,Food,620,4960.16,1/20/2019,Solapur,Pending
R-6599,D-2469,Food,518,5678.47,10/21/2011,Nashik,Used
R-6600,D-1015,Water,614,25286.44,6/3/2006,Nashik,Allocated
R-6601,D-1703,Clothing,651,4489.29,12/7/2016,Mumbai,Pending
R-6602,D-2537,Shelter,683,14883.64,9/30/2016,Nagpur,Pending
R-6603,D-1415,Food,105,42776.71,9/18/2016,Nagpur,Used
R-6604,D-2148,Medical Kits,673,1057.66,2/2/2009,Kolhapur,Pending
R-6605,D-1029,Rescue Equipment,996,5442.15,10/27/2016,Aurangabad,Used
R-6606,D-1845,Food,562,20078.16,10/11/2017,Ratnagiri,Allocated
R-6607,D-2032,Rescue Equipment,877,6528.23,11/27/2011,Satara,Pending
R-6608,D-1248,Medical Kits,623,41002.35,8/7/2006,Nashik,Allocated
R-6609,D-1478,Clothing,942,14258.57,3/8/2021,Aurangabad,Used
R-6610,D-1454,Water,152,11365.68,2/15/2012,Nashik,Allocated
R-6611,D-2088,Water,616,38896.87,5/29/2023,Ratnagiri,Used
R-6612,D-2909,Shelter,886,17494.52,5/2/2016,Pune,Used
R-6613,D-2864,Water,979,23710.29,1/1/2009,Aurangabad,Pending
R-6614,D-1138,Rescue Equipment,961,3369.84,3/23/2013,Aurangabad,Allocated
R-6615,D-2509,Medical Kits,146,4649.14,8/30/2020,Satara,Allocated
R-6616,D-1482,Food,274,46765.03,9/27/2015,Ratnagiri,Used
R-6617,D-2909,Clothing,520,28398.78,5/26/2010,Aurangabad,Used
R-6618,D-1455,Clothing,791,40544.0,8/17/2013,Ratnagiri,Pending
R-6619,D-1169,Shelter,676,22677.13,6/1/2010,Mumbai,Pending
R-6620,D-1521,Food,362,28783.57,4/14/2023,Mumbai,Pending
R-6621,D-2447,Food,822,9228.32,5/15/2005,Kolhapur,Pending
R-6622,D-1488,Rescue Equipment,691,6455.56,12/24/2022,Satara,Used
R-6623,D-2832,Shelter,12,32586.1,5/23/2007,Nashik,Used
R-6624,D-2044,Shelter,764,32708.94,7/6/2019,Mumbai,Used
R-6625,D-1571,Shelter,289,32290.31,8/16/2004,Mumbai,Pending
R-6626,D-2800,Rescue Equipment,181,1279.46,12/22/2015,Kolhapur,Allocated
R-6627,D-2876,Food,692,34909.94,2/16/2004,Satara,Used
R-6628,D-2995,Water,315,31960.09,2/18/2018,Kolhapur,Used
R-6629,D-2606,Clothing,997,15311.4,6/20/2023,Thane,Pending
R-6630,D-1210,Food,877,3625.22,8/17/2015,Kolhapur,Allocated
R-6631,D-1649,Shelter,509,16687.73,10/2/2022,Aurangabad,Allocated
R-6632,D-2467,Food,941,22659.21,2/25/2014,Thane,Pending
R-6633,D-2145,Clothing,328,4920.08,11/1/2023,Solapur,Pending
R-6634,D-1229,Clothing,291,15975.96,4/29/2013,Ratnagiri,Allocated
R-6635,D-1073,Water,450,45356.2,10/21/2015,Nashik,Pending
R-6636,D-2111,Rescue Equipment,849,396.58,2/22/2021,Satara,Allocated
R-6637,D-1158,Water,226,18993.69,2/19/2009,Solapur,Allocated
R-6638,D-1803,Rescue Equipment,181,32149.72,2/25/2018,Thane,Allocated
R-6639,D-2089,Rescue Equipment,926,34675.72,1/5/2005,Mumbai,Allocated
R-6640,D-1645,Food,406,39004.67,1/8/2008,Mumbai,Pending
R-6641,D-2365,Clothing,427,2664.76,5/7/2018,Kolhapur,Allocated
R-6642,D-1759,Rescue Equipment,539,45197.31,8/25/2010,Thane,Used
R-6643,D-2362,Water,266,23265.57,12/13/2011,Mumbai,Used
R-6644,D-2584,Shelter,829,16792.03,7/2/2016,Kolhapur,Used
R-6645,D-2584,Shelter,614,13635.58,10/27/2014,Ratnagiri,Used
R-6646,D-1679,Water,549,46265.61,11/19/2018,Mumbai,Allocated
R-6647,D-1524,Food,626,29373.18,4/23/2021,Ratnagiri,Pending
R-6648,D-1235,Clothing,807,31192.94,11/23/2018,Thane,Pending
R-6649,D-1038,Shelter,89,38682.78,7/4/2021,Pune,Used
R-6650,D-1335,Medical Kits,861,19099.02,8/27/2019,Satara,Pending
R-6651,D-1400,Medical Kits,379,40873.64,6/2/2023,Thane,Used
R-6652,D-1629,Food,942,15486.6,11/28/2009,Solapur,Pending
R-6653,D-2951,Clothing,613,33926.87,9/11/2015,Satara,Used
R-6654,D-2771,Medical Kits,948,5945.26,8/1/2005,Pune,Pending
R-6655,D-1462,Water,856,24969.86,1/5/2015,Nashik,Used
R-6656,D-2941,Rescue Equipment,220,39686.65,6/2/2012,Satara,Allocated
R-6657,D-2951,Shelter,969,3522.23,5/8/2021,Kolhapur,Allocated
R-6658,D-2591,Water,604,12321.92,4/6/2007,Ratnagiri,Pending
R-6659,D-2338,Medical Kits,156,6561.51,2/9/2015,Satara,Used
R-6660,D-1317,Medical Kits,304,12743.53,11/26/2015,Ratnagiri,Used
R-6661,D-2821,Rescue Equipment,656,23193.18,11/30/2008,Ratnagiri,Pending
R-6662,D-1024,Shelter,581,974.15,4/24/2017,Aurangabad,Allocated
R-6663,D-1155,Rescue Equipment,585,31353.58,7/1/2011,Nagpur,Pending
R-6664,D-2425,Water,781,1614.13,5/6/2012,Solapur,Allocated
R-6665,D-2088,Rescue Equipment,69,24219.44,12/22/2013,Pune,Used
R-6666,D-1490,Rescue Equipment,823,41505.97,9/11/2013,Thane,Used
R-6667,D-1112,Water,308,1350.21,12/6/2005,Kolhapur,Pending
R-6668,D-1587,Food,930,17898.46,9/30/2015,Ratnagiri,Allocated
R-6669,D-2058,Rescue Equipment,615,25140.16,9/6/2015,Mumbai,Pending
R-6670,D-2980,Clothing,148,15666.57,4/16/2017,Thane,Allocated
R-6671,D-1254,Food,23,35240.37,6/2/2020,Satara,Allocated
R-6672,D-1708,Rescue Equipment,393,2382.61,7/30/2016,Satara,Used
R-6673,D-1874,Shelter,963,18978.23,12/14/2010,Satara,Pending
R-6674,D-1235,Medical Kits,734,32452.53,7/2/2015,Mumbai,Pending
R-6675,D-2534,Medical Kits,618,30385.26,3/28/2023,Thane,Allocated
R-6676,D-2912,Shelter,585,14458.86,1/2/2013,Mumbai,Pending
R-6677,D-2242,Clothing,392,355.38,4/16/2023,Aurangabad,Allocated
R-6678,D-2918,Medical Kits,639,15933.49,2/4/2006,Kolhapur,Used
R-6679,D-1846,Rescue Equipment,521,22064.99,1/2/2011,Nashik,Used
R-6680,D-2844,Rescue Equipment,479,33890.72,7/5/2011,Solapur,Allocated
R-6681,D-1547,Medical Kits,683,40152.88,11/2/2014,Ratnagiri,Pending
R-6682,D-2340,Water,371,4647.13,5/1/2023,Kolhapur,Used
R-6683,D-2041,Water,404,10104.82,4/26/2017,Mumbai,Allocated
R-6684,D-1887,Rescue Equipment,848,32966.55,10/26/2023,Satara,Allocated
R-6685,D-1223,Clothing,720,35568.95,5/8/2022,Mumbai,Allocated
R-6686,D-2391,Food,985,37375.43,10/9/2020,Solapur,Used
R-6687,D-2942,Shelter,351,35749.83,8/7/2010,Ratnagiri,Used
R-6688,D-2867,Food,695,32448.42,2/18/2005,Ratnagiri,Used
R-6689,D-2530,Shelter,959,43926.55,7/2/2012,Satara,Used
R-6690,D-2848,Shelter,637,38541.85,11/11/2022,Satara,Allocated
R-6691,D-2795,Food,777,13399.61,10/12/2010,Pune,Pending
R-6692,D-1958,Water,473,25632.24,1/16/2023,Pune,Used
R-6693,D-1833,Rescue Equipment,581,27470.02,4/11/2011,Ratnagiri,Allocated
R-6694,D-2446,Rescue Equipment,134,31631.8,9/22/2015,Thane,Pending
R-6695,D-1421,Clothing,370,15073.77,10/17/2014,Aurangabad,Pending
R-6696,D-2082,Water,596,13257.67,7/2/2015,Kolhapur,Used
R-6697,D-2730,Clothing,263,756.62,12/3/2011,Solapur,Used
R-6698,D-2282,Shelter,190,42102.5,4/12/2022,Solapur,Used
R-6699,D-2476,Rescue Equipment,855,20875.85,2/26/2012,Aurangabad,Allocated
R-6700,D-1740,Shelter,817,17893.14,3/14/2019,Pune,Allocated
R-6701,D-2133,Food,599,37677.19,6/30/2008,Thane,Used
R-6702,D-1185,Shelter,702,43559.24,1/23/2021,Nashik,Used
R-6703,D-2496,Food,856,43050.28,10/18/2017,Satara,Used
R-6704,D-2792,Clothing,464,40173.93,1/31/2017,Nashik,Pending
R-6705,D-1069,Food,848,20588.92,1/23/2023,Nagpur,Allocated
R-6706,D-1561,Food,414,23361.51,2/28/2013,Nashik,Allocated
R-6707,D-2268,Medical Kits,224,31838.36,5/24/2014,Mumbai,Pending
R-6708,D-1138,Medical Kits,156,45940.79,5/8/2007,Solapur,Pending
R-6709,D-2168,Water,904,30152.43,4/25/2011,Pune,Allocated
R-6710,D-1805,Medical Kits,646,26585.93,1/15/2014,Solapur,Pending
R-6711,D-2864,Food,34,17453.66,3/18/2008,Thane,Pending
R-6712,D-1543,Rescue Equipment,544,14803.66,7/16/2023,Nashik,Allocated
R-6713,D-1269,Clothing,539,8215.12,10/10/2008,Kolhapur,Allocated
R-6714,D-1294,Shelter,770,38497.41,6/19/2005,Aurangabad,Used
R-6715,D-2407,Shelter,621,11499.77,7/22/2007,Nagpur,Used
R-6716,D-1915,Shelter,747,3999.86,5/30/2004,Aurangabad,Allocated
R-6717,D-1996,Clothing,434,10900.37,3/14/2018,Solapur,Pending
R-6718,D-1442,Medical Kits,704,27584.28,6/27/2011,Thane,Used
R-6719,D-2624,Food,54,24033.9,7/16/2005,Solapur,Used
R-6720,D-2360,Food,311,19826.61,8/30/2005,Ratnagiri,Allocated
R-6721,D-1726,Shelter,245,24506.83,11/20/2008,Thane,Allocated
R-6722,D-2989,Shelter,766,20292.58,7/10/2007,Ratnagiri,Used
R-6723,D-2803,Rescue Equipment,207,49867.04,3/3/2005,Aurangabad,Pending
R-6724,D-1115,Water,517,18847.27,4/27/2020,Satara,Pending
R-6725,D-2089,Medical Kits,695,13602.12,12/10/2008,Satara,Pending
R-6726,D-1148,Shelter,158,37346.11,6/3/2010,Kolhapur,Allocated
R-6727,D-2742,Rescue Equipment,827,21630.64,4/27/2019,Ratnagiri,Pending
R-6728,D-1639,Rescue Equipment,583,45126.51,1/21/2021,Mumbai,Used
R-6729,D-2951,Clothing,768,8831.4,6/1/2009,Nashik,Allocated
R-6730,D-2623,Clothing,909,16806.72,8/31/2005,Satara,Used
R-6731,D-1362,Shelter,725,35404.52,1/3/2006,Nagpur,Pending
R-6732,D-1461,Rescue Equipment,250,40206.2,12/13/2016,Ratnagiri,Used
R-6733,D-1828,Medical Kits,708,27092.4,11/13/2008,Nagpur,Pending
R-6734,D-2887,Food,101,28241.97,2/10/2021,Kolhapur,Allocated
R-6735,D-1483,Food,443,18559.42,9/18/2023,Ratnagiri,Pending
R-6736,D-2045,Water,437,8953.54,8/23/2012,Thane,Used
R-6737,D-1178,Clothing,681,49770.42,11/25/2018,Aurangabad,Allocated
R-6738,D-2918,Rescue Equipment,890,28524.2,6/23/2006,Thane,Allocated
R-6739,D-2962,Water,477,13048.84,10/2/2004,Kolhapur,Pending
R-6740,D-1862,Clothing,150,14330.3,8/30/2023,Pune,Pending
R-6741,D-1649,Food,56,26743.65,3/15/2015,Solapur,Pending
R-6742,D-1722,Water,980,30868.72,4/21/2010,Nashik,Allocated
R-6743,D-2188,Rescue Equipment,609,34635.0,12/7/2007,Pune,Pending
R-6744,D-1399,Shelter,739,27660.89,9/22/2015,Pune,Used
R-6745,D-1438,Shelter,216,45381.98,5/29/2005,Thane,Pending
R-6746,D-2852,Water,171,41527.92,4/5/2023,Thane,Allocated
R-6747,D-1830,Medical Kits,829,26949.7,3/29/2013,Aurangabad,Used
R-6748,D-1511,Shelter,583,13201.37,9/26/2021,Pune,Pending
R-6749,D-2792,Clothing,665,32934.19,2/6/2016,Satara,Allocated
R-6750,D-1307,Food,182,43271.31,6/14/2004,Thane,Allocated
R-6751,D-2650,Food,337,20795.04,1/23/2013,Mumbai,Pending
R-6752,D-1047,Water,809,10943.74,5/27/2020,Satara,Pending
R-6753,D-2605,Water,209,28817.69,2/24/2018,Solapur,Used
R-6754,D-2426,Clothing,550,36632.56,1/30/2023,Kolhapur,Pending
R-6755,D-1546,Medical Kits,921,26312.55,9/23/2020,Kolhapur,Pending
R-6756,D-1240,Medical Kits,708,38112.93,2/6/2006,Aurangabad,Pending
R-6757,D-1502,Shelter,387,8438.16,6/11/2004,Pune,Pending
R-6758,D-1902,Rescue Equipment,822,21022.24,11/11/2008,Aurangabad,Used
R-6759,D-1073,Clothing,120,5361.95,9/26/2023,Thane,Pending
R-6760,D-2509,Shelter,673,1585.48,9/10/2004,Nashik,Pending
R-6761,D-1016,Medical Kits,630,34413.3,4/29/2006,Mumbai,Allocated
R-6762,D-2256,Water,261,40354.33,9/7/2005,Aurangabad,Allocated
R-6763,D-1479,Water,607,20532.34,7/30/2012,Satara,Used
R-6764,D-1337,Clothing,182,44928.53,8/5/2015,Kolhapur,Allocated
R-6765,D-2627,Food,65,40417.99,9/29/2023,Nagpur,Pending
R-6766,D-2331,Food,895,34697.95,10/17/2018,Aurangabad,Used
R-6767,D-1444,Clothing,451,27852.23,5/5/2019,Thane,Used
R-6768,D-1270,Rescue Equipment,877,37493.58,2/11/2010,Nagpur,Allocated
R-6769,D-1812,Water,368,5256.99,10/11/2007,Kolhapur,Allocated
R-6770,D-2439,Water,627,36595.48,3/3/2023,Thane,Used
R-6771,D-2496,Rescue Equipment,855,35300.32,7/10/2015,Nagpur,Allocated
R-6772,D-1130,Food,49,42484.83,8/6/2019,Satara,Used
R-6773,D-2956,Food,58,26428.3,4/20/2016,Kolhapur,Allocated
R-6774,D-2894,Shelter,392,8446.5,9/2/2021,Nagpur,Used
R-6775,D-2600,Rescue Equipment,191,25698.72,2/8/2018,Aurangabad,Used
R-6776,D-1814,Shelter,345,42150.97,9/12/2019,Nashik,Pending
R-6777,D-1011,Shelter,601,26170.85,11/15/2022,Nagpur,Allocated
R-6778,D-1113,Shelter,529,12043.18,12/28/2013,Solapur,Allocated
R-6779,D-2025,Clothing,164,36764.75,10/13/2023,Mumbai,Pending
R-6780,D-1283,Medical Kits,113,46922.76,9/24/2023,Solapur,Allocated
R-6781,D-1871,Rescue Equipment,239,21348.46,8/18/2005,Nashik,Used
R-6782,D-2778,Food,947,14969.99,11/22/2018,Nagpur,Allocated
R-6783,D-2917,Clothing,412,14084.16,7/17/2022,Aurangabad,Pending
R-6784,D-1710,Medical Kits,562,1977.31,6/26/2014,Satara,Used
R-6785,D-1939,Medical Kits,574,36400.21,9/6/2006,Solapur,Used
R-6786,D-2902,Rescue Equipment,442,23416.87,9/17/2017,Kolhapur,Used
R-6787,D-1070,Clothing,483,23938.06,12/17/2023,Nagpur,Pending
R-6788,D-2085,Food,848,1411.36,6/15/2005,Solapur,Pending
R-6789,D-2689,Shelter,611,44970.86,10/17/2018,Aurangabad,Pending
R-6790,D-2909,Food,655,19565.74,10/7/2010,Aurangabad,Allocated
